test_name,millis,elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,accel_dynamic_g
desk_still,6661,2589,0.1758,-0.0576,0.9263,-4.76,-0.16,-0.67,0.9446,0.0554
desk_still,6694,2622,0.1775,-0.0674,0.9204,-4.91,-0.24,-0.50,0.9398,0.0602
desk_still,6706,2634,0.1704,-0.0686,0.9238,-4.91,-0.06,-0.69,0.9419,0.0581
desk_still,6718,2646,0.1748,-0.0642,0.9268,-4.88,0.02,-0.75,0.9453,0.0547
desk_still,6730,2658,0.1741,-0.0693,0.9321,-4.88,-0.08,-0.60,0.9508,0.0492
desk_still,6742,2670,0.1736,-0.0647,0.9324,-5.02,0.02,-0.53,0.9506,0.0494
desk_still,6754,2682,0.1726,-0.0676,0.9233,-4.86,-0.23,-0.83,0.9418,0.0582
desk_still,6766,2694,0.1726,-0.0627,0.9346,-4.84,-0.16,-0.56,0.9524,0.0476
desk_still,6778,2706,0.1799,-0.0632,0.9260,-4.86,-0.15,-0.76,0.9455,0.0545
desk_still,6790,2718,0.1782,-0.0642,0.9233,-4.81,-0.18,-0.79,0.9426,0.0574
desk_still,6802,2730,0.1768,-0.0586,0.9319,-5.02,-0.27,-0.60,0.9503,0.0497
desk_still,6842,2770,0.1780,-0.0681,0.9263,-4.89,-0.18,-0.51,0.9457,0.0543
desk_still,6854,2782,0.1807,-0.0684,0.9187,-4.98,-0.40,-0.69,0.9388,0.0612
desk_still,6866,2794,0.1794,-0.0676,0.9309,-4.78,-0.18,-0.71,0.9505,0.0495
desk_still,6878,2806,0.1770,-0.0667,0.9280,-4.73,-0.37,-0.48,0.9471,0.0529
desk_still,6890,2818,0.1714,-0.0608,0.9250,-4.77,-0.06,-0.80,0.9428,0.0572
desk_still,6902,2830,0.1780,-0.0747,0.9263,-4.69,0.03,-0.86,0.9462,0.0538
desk_still,6914,2842,0.1792,-0.0715,0.9309,-5.01,-0.01,-0.77,0.9507,0.0493
desk_still,6926,2854,0.1790,-0.0625,0.9265,-4.91,0.04,-0.58,0.9457,0.0543
desk_still,6938,2866,0.1780,-0.0667,0.9265,-4.80,-0.20,-0.64,0.9458,0.0542
desk_still,6950,2878,0.1716,-0.0671,0.9241,-4.89,-0.40,-0.63,0.9423,0.0577
desk_still,6983,2911,0.1729,-0.0730,0.9312,-4.99,-0.21,-0.87,0.9499,0.0501
desk_still,6995,2923,0.1772,-0.0637,0.9370,-5.05,-0.26,-0.79,0.9558,0.0442
desk_still,7007,2935,0.1746,-0.0576,0.9260,-4.92,-0.18,-0.63,0.9441,0.0559
desk_still,7019,2947,0.1770,-0.0654,0.9292,-4.77,-0.14,-0.67,0.9482,0.0518
desk_still,7031,2959,0.1777,-0.0684,0.9407,-4.95,-0.27,-0.64,0.9598,0.0402
desk_still,7043,2971,0.1726,-0.0657,0.9270,-5.02,-0.22,-0.85,0.9452,0.0548
desk_still,7055,2983,0.1790,-0.0696,0.9314,-4.89,-0.08,-0.76,0.9510,0.0490
desk_still,7067,2995,0.1772,-0.0710,0.9224,-4.90,-0.05,-0.54,0.9419,0.0581
desk_still,7079,3007,0.1748,-0.0642,0.9292,-4.99,-0.12,-0.75,0.9477,0.0523
desk_still,7091,3019,0.1809,-0.0698,0.9277,-4.94,-0.29,-0.80,0.9478,0.0522
desk_still,7131,3059,0.1777,-0.0676,0.9280,-4.73,-0.15,-0.82,0.9473,0.0527
desk_still,7143,3071,0.1758,-0.0686,0.9250,-4.87,-0.21,-0.53,0.9441,0.0559
desk_still,7155,3083,0.1772,-0.0706,0.9343,-4.85,-0.32,-0.64,0.9536,0.0464
desk_still,7167,3095,0.1716,-0.0662,0.9302,-4.89,-0.26,-0.47,0.9482,0.0518
desk_still,7179,3107,0.1772,-0.0623,0.9292,-4.85,-0.31,-0.69,0.9480,0.0520
desk_still,7191,3119,0.1748,-0.0659,0.9326,-4.60,-0.11,-0.60,0.9511,0.0489
desk_still,7203,3131,0.1709,-0.0627,0.9238,-4.98,-0.02,-0.57,0.9416,0.0584
desk_still,7215,3143,0.1794,-0.0674,0.9185,-4.87,-0.39,-0.60,0.9382,0.0618
desk_still,7227,3155,0.1772,-0.0632,0.9253,-4.98,-0.23,-0.72,0.9442,0.0558
desk_still,7239,3167,0.1721,-0.0659,0.9275,-4.99,-0.40,-0.73,0.9456,0.0544
desk_still,7302,3230,0.1770,-0.0674,0.9268,-4.86,-0.16,-0.49,0.9459,0.0541
desk_still,7314,3242,0.1772,-0.0662,0.9280,-4.88,-0.23,-0.88,0.9471,0.0529
desk_still,7326,3254,0.1748,-0.0725,0.9287,-4.79,-0.04,-0.74,0.9478,0.0522
desk_still,7338,3266,0.1716,-0.0679,0.9250,-4.90,-0.21,-0.76,0.9433,0.0567
desk_still,7350,3278,0.1724,-0.0698,0.9282,-4.90,-0.24,-0.44,0.9467,0.0533
desk_still,7362,3290,0.1689,-0.0652,0.9233,-4.81,-0.27,-0.73,0.9409,0.0591
desk_still,7374,3302,0.1736,-0.0688,0.9165,-4.82,-0.18,-0.92,0.9353,0.0647
desk_still,7386,3314,0.1719,-0.0664,0.9331,-4.75,-0.28,-0.61,0.9511,0.0489
desk_still,7398,3326,0.1750,-0.0593,0.9255,-4.79,-0.26,-0.51,0.9438,0.0562
desk_still,7410,3338,0.1804,-0.0649,0.9302,-4.95,-0.08,-0.66,0.9497,0.0503
desk_still,7455,3383,0.1768,-0.0591,0.9241,-4.94,-0.14,-0.48,0.9427,0.0573
desk_still,7467,3395,0.1768,-0.0681,0.9253,-4.83,-0.34,-0.74,0.9445,0.0555
desk_still,7479,3407,0.1667,-0.0703,0.9292,-4.95,-0.23,-0.62,0.9467,0.0533
desk_still,7491,3419,0.1733,-0.0664,0.9336,-4.79,-0.27,-0.56,0.9519,0.0481
desk_still,7503,3431,0.1716,-0.0718,0.9270,-4.76,-0.34,-0.76,0.9455,0.0545
desk_still,7515,3443,0.1753,-0.0627,0.9319,-4.73,-0.24,-0.53,0.9503,0.0497
desk_still,7527,3455,0.1714,-0.0681,0.9282,-4.97,-0.29,-0.66,0.9464,0.0536
desk_still,7539,3467,0.1755,-0.0566,0.9326,-5.02,-0.31,-0.50,0.9507,0.0493
desk_still,7551,3479,0.1780,-0.0566,0.9233,-4.81,-0.05,-0.93,0.9420,0.0580
desk_still,7563,3491,0.1802,-0.0649,0.9204,-4.78,-0.17,-0.82,0.9401,0.0599
desk_still,7596,3524,0.1790,-0.0706,0.9282,-5.21,-0.15,-0.65,0.9479,0.0521
desk_still,7608,3536,0.1853,-0.0640,0.9229,-4.98,-0.11,-0.71,0.9434,0.0566
desk_still,7620,3548,0.1826,-0.0735,0.9292,-5.10,-0.12,-0.76,0.9498,0.0502
desk_still,7632,3560,0.1753,-0.0693,0.9258,-5.02,-0.24,-0.82,0.9448,0.0552
desk_still,7644,3572,0.1785,-0.0652,0.9270,-4.96,-0.20,-0.42,0.9463,0.0537
desk_still,7656,3584,0.1763,-0.0681,0.9294,-4.89,-0.09,-0.50,0.9485,0.0515
desk_still,7668,3596,0.1770,-0.0623,0.9321,-4.75,-0.22,-0.85,0.9508,0.0492
desk_still,7680,3608,0.1758,-0.0701,0.9260,-4.79,-0.21,-0.95,0.9452,0.0548
desk_still,7692,3620,0.1807,-0.0627,0.9280,-4.77,-0.13,-0.50,0.9475,0.0525
desk_still,7704,3632,0.1733,-0.0601,0.9224,-5.00,-0.27,-0.77,0.9404,0.0596
desk_still,7744,3672,0.1741,-0.0645,0.9199,-4.76,-0.19,-0.84,0.9385,0.0615
desk_still,7756,3684,0.1755,-0.0664,0.9412,-5.01,-0.34,-0.80,0.9597,0.0403
desk_still,7768,3696,0.1785,-0.0693,0.9187,-4.95,-0.29,-0.84,0.9384,0.0616
desk_still,7780,3708,0.1763,-0.0620,0.9258,-4.86,-0.15,-0.78,0.9445,0.0555
desk_still,7792,3720,0.1780,-0.0701,0.9272,-4.88,-0.34,-0.66,0.9468,0.0532
desk_still,7804,3732,0.1836,-0.0649,0.9211,-4.83,-0.40,-0.63,0.9415,0.0585
desk_still,7816,3744,0.1724,-0.0627,0.9290,-4.92,-0.25,-0.89,0.9469,0.0531
desk_still,7828,3756,0.1802,-0.0625,0.9309,-4.60,-0.09,-0.66,0.9502,0.0498
desk_still,7840,3768,0.1743,-0.0649,0.9189,-5.05,-0.14,-0.49,0.9376,0.0624
desk_still,7852,3780,0.1729,-0.0635,0.9277,-4.90,-0.08,-0.60,0.9458,0.0542
desk_still,7885,3813,0.1772,-0.0635,0.9314,-4.85,-0.06,-0.79,0.9502,0.0498
desk_still,7897,3825,0.1685,-0.0640,0.9211,-4.87,-0.15,-0.65,0.9386,0.0614
desk_still,7909,3837,0.1760,-0.0720,0.9285,-4.76,-0.11,-0.79,0.9477,0.0523
desk_still,7921,3849,0.1733,-0.0688,0.9285,-4.91,-0.10,-0.60,0.9470,0.0530
desk_still,7933,3861,0.1758,-0.0742,0.9255,-4.92,-0.15,-0.58,0.9450,0.0550
